"relative_path","status","category","size_bytes","note"
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_config_data\processed\train.jsonl","active","misc","934","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_config_data\raw\allowlist_ingestion.json","active","json","1339","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_config_data\reports_data_legacy\non_thinking_sanitize.json","active","json","708","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_config_data\reports_data_legacy\preference_build.json","active","json","3248","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_config_data\reports_data_legacy\provenance_enrichment.json","active","json","523","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_config_data\reports_data_legacy\quarantine_report.json","active","json","1334","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_config_data\synthetic\raw\teacher_sample_clean.json","active","json","595","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_config_data\teacher\kimi_instant.yaml","active","yaml","1242","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_config_data\train\stage_a.yaml","active","yaml","858","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_config_data\train\stage_b.yaml","active","yaml","858","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_config_data\train\stage_c.yaml","active","yaml","1063","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_config_data\train\stage_d.yaml","active","yaml","1198","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\boulder.json","active","json","321","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\manifests\chat_template.json","active","json","442","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\manifests\dataset_manifest.yaml","active","yaml","2642","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\manifests\decision_precedence.yaml","active","yaml","662","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\manifests\legal\teacher_data_admissibility.yaml","active","yaml","240","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\manifests\mvp_scope.yaml","active","yaml","598","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\manifests\source_registry.yaml","active","yaml","3523","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\outputs\checkpoints\stage_b_sft\checkpoint_manifest.json","active","json","129","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\outputs\checkpoints\stage_d_dpo\checkpoint_manifest.json","active","json","129","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\outputs\exports\lumis1-f16.gguf.json","active","json","557","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\outputs\exports\lumis1-q4_k_m.gguf.json","active","json","560","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\outputs\exports\lumis1-q8_0.gguf.json","active","json","558","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\outputs\train\stage_a\stage_a_checkpoint.json","active","json","324","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\outputs\train\stage_b\stage_b_checkpoint.json","active","json","325","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\outputs\train\stage_c\stage_c_checkpoint.json","active","json","359","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\outputs\train\stage_c\stage_c_stop_checkpoint.json","active","json","359","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\outputs\train\stage_d\stage_d_dpo_checkpoint.json","active","json","284","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\cost\cost_report.json","active","json","61","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\data\non_thinking_sanitize.json","active","json","708","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\data\preference_build.json","active","json","3248","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\data\provenance_enrichment.json","active","json","523","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\data\quarantine_report.json","active","json","1334","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\eval\canonical_check\metrics.json","active","json","2581","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\eval\canonical_check\release_gate.json","active","json","2630","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\eval\metrics.json","active","json","2581","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\eval\release_gate.json","active","json","2630","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\eval\sample_metrics.json","active","json","930","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\export\verify_export.json","active","json","1216","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\model_card_draft.md","active","doc","2375","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\release_decision.json","active","json","633","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\release_decision_audit.json","active","json","2058","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\still_can_fail.md","active","doc","1623","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_a.json","active","json","1008","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_a_eval.json","active","json","92","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_a_gate.json","active","json","875","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_a_test_output.json","active","json","1008","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_b.json","active","json","1008","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_b_eval.json","active","json","94","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_b_gate.json","active","json","875","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_b_test_output.json","active","json","1008","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_c.json","active","json","1748","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_c_eval.json","active","json","94","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_c_gate.json","active","json","1544","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_c_stop_gate.json","active","json","2083","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_c_stop_output.json","active","json","2293","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_c_test_output.json","active","json","1748","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_d_dpo_metrics.json","active","json","652","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\artifacts\reports\train\stage_d_dpo_report.json","active","json","1893","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\evidence_checksums.sha256","active","misc","5344","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\evidence\evidence_index.json","active","json","13144","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\notepads\lumis1-posttraining-execution\decisions.md","active","doc","6343","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\notepads\lumis1-posttraining-execution\issues.md","active","doc","7630","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\notepads\lumis1-posttraining-execution\learnings.md","active","doc","11828","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\notepads\lumis1-posttraining-execution\problems.md","active","doc","11","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\.sisyphus\plans\lumis1-posttraining-execution.md","active","doc","61207","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\manifests\chat_template.json","active","json","442","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\manifests\dataset_manifest.yaml","active","yaml","2642","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\manifests\decision_precedence.yaml","active","yaml","662","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\manifests\legal\teacher_data_admissibility.yaml","active","yaml","240","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\manifests\mvp_scope.yaml","active","yaml","598","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\manifests\source_registry.yaml","active","yaml","3523","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__init__.py","active","misc","0","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\__init__.cpython-314.pyc","active","misc","152","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\apply_release_gates.cpython-314.pyc","active","misc","18915","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\build_evidence_pack.cpython-314.pyc","active","misc","18039","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\build_preference_pairs.cpython-314.pyc","active","misc","36895","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\build_release_decision.cpython-314.pyc","active","misc","21506","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\check_stage_regression.cpython-314.pyc","active","misc","9118","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\check_thinking_leakage.cpython-314.pyc","active","misc","14274","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\enforce_budget.cpython-314.pyc","active","misc","14349","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\enrich_provenance.cpython-314.pyc","active","misc","22018","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\export_gguf.cpython-314.pyc","active","misc","22907","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\generate_failure_memo.cpython-314.pyc","active","misc","13910","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\generate_model_card.cpython-314.pyc","active","misc","36709","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\generate_with_kimi.cpython-314.pyc","active","misc","23173","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\ingest_allowlist.cpython-314.pyc","active","misc","18829","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\merge_identity_data.cpython-314.pyc","active","misc","17774","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\rebalance_mix.cpython-314.pyc","active","misc","43083","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\run_eval.cpython-314.pyc","active","misc","15551","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\run_stage.cpython-314.pyc","active","misc","31397","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\run_stage_d_conditionally.cpython-314.pyc","active","misc","30029","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\sanitize_non_thinking.cpython-314.pyc","active","misc","21614","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\validate_dataset_manifest.cpython-314.pyc","active","misc","9937","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\validate_identity_mix.cpython-314.pyc","active","misc","17572","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\validate_precedence.cpython-314.pyc","active","misc","6694","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\validate_preference_mix.cpython-314.pyc","active","misc","26982","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\validate_release_thresholds.cpython-314.pyc","active","misc","9133","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\validate_scope.cpython-314.pyc","active","misc","5529","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\validate_sources.cpython-314.pyc","active","misc","12721","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\validate_teacher_legal_gate.cpython-314.pyc","active","misc","7882","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\validate_teacher_outputs.cpython-314.pyc","active","misc","11115","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\validator_utils.cpython-314.pyc","active","misc","6167","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\verify_chat_template.cpython-314.pyc","active","misc","14290","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\verify_evidence_pack.cpython-314.pyc","active","misc","20029","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\__pycache__\verify_export.cpython-314.pyc","active","misc","10693","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\apply_release_gates.py","active","misc","18189","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\build_evidence_pack.py","active","misc","12053","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\build_preference_pairs.py","active","misc","34638","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\build_release_decision.py","active","misc","19644","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\check_stage_regression.py","active","misc","7634","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\check_thinking_leakage.py","active","misc","11473","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\enforce_budget.py","active","misc","12780","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\enrich_provenance.py","active","misc","19812","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\export_gguf.py","active","misc","18440","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\generate_failure_memo.py","active","misc","9985","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\generate_model_card.py","active","misc","34394","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\generate_with_kimi.py","active","misc","21137","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\ingest_allowlist.py","active","misc","17683","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\merge_identity_data.py","active","misc","15480","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\rebalance_mix.py","active","misc","49535","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\run_eval.py","active","misc","12626","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\run_stage.py","active","misc","27521","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\run_stage_d_conditionally.py","active","misc","27461","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\sanitize_non_thinking.py","active","misc","20064","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\validate_dataset_manifest.py","active","misc","8825","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\validate_identity_mix.py","active","misc","15171","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\validate_precedence.py","active","misc","5386","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\validate_preference_mix.py","active","misc","25621","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\validate_release_thresholds.py","active","misc","7532","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\validate_scope.py","active","misc","4338","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\validate_sources.py","active","misc","11388","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\validate_teacher_legal_gate.py","active","misc","5856","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\validate_teacher_outputs.py","active","misc","7931","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\validator_utils.py","active","misc","3353","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\verify_chat_template.py","active","misc","11100","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\verify_evidence_pack.py","active","misc","17767","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\pipelines\verify_export.py","active","misc","8385","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\Plan\lumis1_codex_master_plan.md","active","doc","39730","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_docs_generation.cpython-314.pyc","active","misc","7612","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_docs_generation.cpython-314-pytest-9.0.2.pyc","active","misc","7786","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_eval_pipeline.cpython-314.pyc","active","misc","13001","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_eval_pipeline.cpython-314-pytest-9.0.2.pyc","active","misc","13175","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_evidence_pack.cpython-314.pyc","active","misc","6803","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_evidence_pack.cpython-314-pytest-9.0.2.pyc","active","misc","6977","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_export_pipeline.cpython-314.pyc","active","misc","7208","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_export_pipeline.cpython-314-pytest-9.0.2.pyc","active","misc","7382","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_identity_mix_pipeline.cpython-314.pyc","active","misc","7858","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_identity_mix_pipeline.cpython-314-pytest-9.0.2.pyc","active","misc","8032","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_ingest_allowlist.cpython-314.pyc","active","misc","8643","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_ingest_allowlist.cpython-314-pytest-9.0.2.pyc","active","misc","8817","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_non_thinking_pipeline.cpython-314.pyc","active","misc","7194","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_non_thinking_pipeline.cpython-314-pytest-9.0.2.pyc","active","misc","7368","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_preference_pipeline.cpython-314.pyc","active","misc","7134","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_preference_pipeline.cpython-314-pytest-9.0.2.pyc","active","misc","7308","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_provenance_enrichment.cpython-314.pyc","active","misc","8734","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_provenance_enrichment.cpython-314-pytest-9.0.2.pyc","active","misc","8908","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_rebalance_mix.cpython-314.pyc","active","misc","8980","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_rebalance_mix.cpython-314-pytest-9.0.2.pyc","active","misc","9154","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_release_decision.cpython-314.pyc","active","misc","15937","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_release_decision.cpython-314-pytest-9.0.2.pyc","active","misc","16111","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_run_stage.cpython-314.pyc","active","misc","21684","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_run_stage.cpython-314-pytest-9.0.2.pyc","active","misc","21858","Repository artifact reviewed during the PM audit."
